Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Show connection to and continuity with adjacent thermal, weather, air, and vapor 
barriers.", Show connection continuity
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-C,ACTION SUBMITTALS,Samples,Samples for Initial Selection : For units with factory-applied color finishes., Samples Initial
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-D,ACTION SUBMITTALS,Samples,"Samples for Verification : For each type of exposed finish required, in manufacturer's standard 
sizes.", Samples Ver
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-E-1,ACTION SUBMITTALS,Samples,"1. Joinery, including concealed welds.", Joinery including
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-E-2,ACTION SUBMITTALS,Samples,2. Anchorage.," Anchorage,"
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-E-3,ACTION SUBMITTALS,Samples,3. Expansion provisions., Expansion
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-E-4,ACTION SUBMITTALS,Samples,4. Glazing., Glazing glass
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-E-5,ACTION SUBMITTALS,Samples,5. Flashing and drainage., Flashing drainage
84313,ALUMINUM-FRAMED STOREFRONTS,1.5-F,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For aluminum-framed storefronts indicated to comply with 
performance requirements and design criteria, including analysis data signed and sealed by the
qualified professional engineer responsible for their preparation.", Delegated
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-A,INFORMATIONAL SUBMITTALS,Mockups,Preconstruction Laboratory Mockup Testing Submittals : -, Preconstruction Laboratory
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-A-2,INFORMATIONAL SUBMITTALS,Test Reports,"Test Reports: Prepared bya qualified preconstruction testing agency for each mockup
test.", Test Reports
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-A-3,INFORMATIONAL SUBMITTALS,Drawings,"Record Drawings: As-built drawings of preconstruction laboratory mockups showing
changes made during preconstruction laboratory mockup testing.", Record Drawings
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-B-1,INFORMATIONAL SUBMITTALS,Qualification Data,1. For Installer and field testing agency., For Installer
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-B-2,INFORMATIONAL SUBMITTALS,Qualification Data,"2. For professional engineer's experience with providing delegated-design engineering 
services of the type indicated, including documentation that engineer is licensed in the 
jurisdiction in which Project is located.", For professional engineers
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-C-1,INFORMATIONAL SUBMITTALS,Certificates,"1. Basis for Certification: NFRC-certified energy performance values for each aluminum- 
framed storefront.", Basis Certification 
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-D,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For aluminum-framed storefronts, for tests performed bya qualified 
testing agency.", qualified testing agency
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-F,INFORMATIONAL SUBMITTALS,Reports,Source quality-control reports., Source qualitycontrol
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-G,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports., Field qualitycontrol
84313,ALUMINUM-FRAMED STOREFRONTS,1.6-H,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranties : For special warranties., Sample Warrant
84313,ALUMINUM-FRAMED STOREFRONTS,1.7-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For aluminum-framed storefronts to include in maintenance manuals., Maintenance Data For
84313,ALUMINUM-FRAMED STOREFRONTS,1.7-B,CLOSEOUT SUBMITTALS,Maintenance Data,"Maintenance Data for Structural Sealant : For structural-sealant-glazed storefront to include in 
maintenance manuals. Include ASTM C1401 recommendations for post-installation-phase
quality-control program.", Maintenance Data St
87100,DOOR HARDWARE,1.12-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Structural failures including excessive deflection, cracking, or breakage. 
b. Faulty operation of doors and door hardware. 
c. Deterioration of metals, metal finishes, and other materials beyond normal 
weathering and use.", failures include
87100,DOOR HARDWARE,1.12-A-2,WARRANTY,Special Warranty,"2. Warranty Period: Three years from date of Substantial Completion unless otherwise 
indicated below: 
a. Electromagnetic Locks: Five years from date of Substantial Completion. 
b. Exit Devices: Two years from date of Substantial Completion. 
c. Manual Closers: 10 years from date of Substantial Completion.", Warranty Period Three
87100,DOOR HARDWARE,1.5-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Conference participants shall include Installer's Architectural Hardware Consultant and 
Owner's security consultant.", Conference participants shall
87100,DOOR HARDWARE,1.5-B-1,PREINSTALLATION MEETINGS,Meetings,"1. Conference participants shall include Installer's Architectural Hardware Consultant and 
Owner's security consultant.", Conference participants shall
87100,DOOR HARDWARE,1.5-B-2,PREINSTALLATION MEETINGS,Meetings,"2. Incorporate conference decisions into keying schedule after reviewing door hardware 
keying system including, but not limited to, the following: 
a. Flow of traffic and degree of security required. 
b. Preliminary key system schematic diagram. 
c. Requirements for key control system. 
d. Requirements for access control. 
e. Address for delivery of keys.", Incorporate conference
87100,DOOR HARDWARE,1.6-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes.", Include construction details
87100,DOOR HARDWARE,1.6-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include diagrams for power, signal, and control wiring.", Include diagrams
87100,DOOR HARDWARE,1.6-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Include details of interface of electrified door hardware and building safety and security 
systems.", Include details interface
87100,DOOR HARDWARE,1.6-C-1,ACTION SUBMITTALS,Samples,"1. Tag Samples with full product description to coordinate Samples with door hardware 
schedule.", Tag Samples
87100,DOOR HARDWARE,1.6-D,ACTION SUBMITTALS,Samples,"Samples for Initial Selection : For each type of exposed finish. RFI 037 - Confirm Samples Required for DFH,
Drywall, Toilet Acc, FP Cabinets_CLOSED", Samples Initial
87100,DOOR HARDWARE,1.6-E-1,ACTION SUBMITTALS,Samples,"1. Sample Size: Full-size units or minimum 2-by-4-inch Samples for sheet and 4-inch long 
Samples for other products. 
a. Full-size Samples will be returned to Contractor. Units that are acceptable and 
remain undamaged through submittal, review, and field comparison process may, 
after final check of operation, be incorporated into the Work, within limitations of 
keying requirements.", Sample Size Full
87100,DOOR HARDWARE,1.6-E-2,ACTION SUBMITTALS,Samples,"2. Tag Samples with full product description to coordinate Samples with door hardware 
schedule.", Tag Samples
87100,DOOR HARDWARE,1.6-F-1,ACTION SUBMITTALS,Schedules,"1. Submittal Sequence: Submit door hardware schedule concurrent with submissions of 
Product Data, Samples, and Shop Drawings. Coordinate submission of door hardware 
schedule with scheduling requirements of other work to facilitate the fabrication of other 
work that is critical in Project construction schedule.", Submittal
87100,DOOR HARDWARE,1.6-F-2,ACTION SUBMITTALS,Schedules,"2. Format: Use same scheduling sequence and format and use same door numbers as in door 
hardware schedule in the Contract Documents.", Format Use scheduling
87100,DOOR HARDWARE,1.6-F-3,ACTION SUBMITTALS,Schedules,"3. Content: Include the following information: 
a. Identification number, location, hand, fire rating, size, and material of each door 
and frame. 
b. Locations of each door hardware set, cross-referenced to Drawings on floor plans 
and to door and frame schedule. 
c. Complete designations, including name and manufacturer, type, style, function, 
size, quantity, function, and finish of each door hardware product. 
d. Description of electrified door hardware sequences of operation and interfaces with 
other building control systems. 
e. Fastenings and other installation information. 
f. Explanation of abbreviations, symbols, and designations contained in door 
hardware schedule. 
g. Mounting locations for door hardware. 
 
h. List of related door devices specified in other Sections for each door and frame.", Complete designations
87100,DOOR HARDWARE,1.6-G,ACTION SUBMITTALS,Keying Schedule,"Keying Schedule : Prepared by or under the supervision of Installer's Architectural Hardware 
Consultant, detailing Owner's final keying instructions for locks. Include schematic keying
diagram and index each key set to unique door designations that are coordinated with the
Contract Documents.", Keying Schedule
87100,DOOR HARDWARE,1.7-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer and Architectural Hardware Consultant., Qualification Data For
87100,DOOR HARDWARE,1.7-B-1,INFORMATIONAL SUBMITTALS,Certificates,"1. Certify that door hardware for use on each type and size of labeled fire-rated doors 
complies with listed fire-rated door assemblies.", Certify
87100,DOOR HARDWARE,1.7-C,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For compliance with accessibility requirements, for tests performed by 
manufacturer and witnessed bya qualified testing agency, for door hardware on doors located in
accessible routes.", Accessibility requirements
87100,DOOR HARDWARE,1.7-D,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports., Field qualitycontrol
87100,DOOR HARDWARE,1.7-E,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For special warranty., Sample Warranty For
87100,DOOR HARDWARE,1.8-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For each type of door hardware to include in maintenance manuals., Maintenance Data For
87100,DOOR HARDWARE,1.8-B,CLOSEOUT SUBMITTALS,Schedules,Schedules : Final door hardware and keying schedule., Final door hardware
87100,DOOR HARDWARE,1.9-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,1. Door Hardware: Two additional full assemblies for each type of hardware set., Door Hardware Two
87100,DOOR HARDWARE,1.9-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,2. Electrical Parts: Two additional full assemblies for each type of hardware set., Electrical Parts
87100,DOOR HARDWARE,3.7-A,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Tools and Instructions : Furnisha complete set of specialized tools and 
maintenance instructions for Owner's continued adjustment, maintenance, and removal and
replacement of door hardware.", Furnish
87100,DOOR HARDWARE,3.7-B,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Service : Beginning at Substantial Completion, maintenance service shall include 
12 months' full maintenance by skilled employees of door hardware Installer. Include quarterly
preventive maintenance, repair or replacement of worn or defective components, lubrication,
cleaning, and adjusting as required for proper door and door hardware operation. Parts and
supplies shall be manufacturer's authorized replacement parts and supplies.", Maintenance Service Beginning
87100,DOOR HARDWARE,3.8-A,DEMONSTRATION,O&M Training And Demonstration,"Train Owner's maintenance personnel to adjust, operate, and maintain door hardware.", Train Owners
88000,GLAZING,1.12-A-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion., Warranty Period years
88000,GLAZING,1.12-B-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion., Warranty Period years
88000,GLAZING,1.5-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Review and finalize construction schedule and verify availability of materials, Installer's 
personnel, equipment, and facilities needed to make progress and avoid delays.", Installers personnel
88000,GLAZING,1.5-A-2,PREINSTALLATION MEETINGS,Meetings,2. Review temporary protection requirements for glazing during and after installation., Review temporary protection
88000,GLAZING,1.6-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product., Product Data For
88000,GLAZING,1.6-B-1,ACTION SUBMITTALS,Samples,1. Insulating glass., Glass is an
88000,GLAZING,1.6-C,ACTION SUBMITTALS,Samples,"Glazing Accessory Samples : For sealants, in 12-inch lengths.", Glazing Access
88000,GLAZING,1.6-D,ACTION SUBMITTALS,Schedules,"Glazing Schedule : List glass types and thicknesses for each size opening and location. Use same 
designations indicated on Drawings.", Glazing Schedule
88000,GLAZING,1.6-E,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For glass indicated to comply with performance requirements and 
design criteria, including analysis data signed and sealed by qualified professional engineer
responsible for their preparation.", Delegated
88000,GLAZING,1.7-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For Installer, manufacturers of fabricated glass units, glass testing agency 
and sealant testing agency.", Qualification Data For
88000,GLAZING,1.7-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For glass., Glass Certificates
88000,GLAZING,1.7-C-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. For glazing sealants, provide test reports based on testing current sealant formulations 
within previous 36-month period.", sealants provide
88000,GLAZING,1.7-D,INFORMATIONAL SUBMITTALS,Test Reports,Preconstruction adhesion and compatibility test report., Preconstruction adh
88000,GLAZING,1.7-E,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranties : For special warranties., Sample Warrant
88813,FIRE-RATED GLAZING,1.10-A-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion., Warranty Period years
88813,FIRE-RATED GLAZING,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product., Product Data For
88813,FIRE-RATED GLAZING,1.5-B,ACTION SUBMITTALS,Samples,Glass Samples : For each type of glass product; 12 inches square., Glass Samples
88813,FIRE-RATED GLAZING,1.5-C,ACTION SUBMITTALS,Schedules,"Glazing Schedule : List glass types and thicknesses for each size opening and location. Use same 
designations indicated on Drawings.", Glazing Schedule
88813,FIRE-RATED GLAZING,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer and glass testing agency., Qualification Data For
88813,FIRE-RATED GLAZING,1.6-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of glass and glazing product., Product Certificates
88813,FIRE-RATED GLAZING,1.6-C,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranties : For special warranties., Sample Warrant
92116.23,GYPSUM BOARD SHAFT WALL ASSEMBLIES,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For each component of gypsum board shaft wall assembly., gy
92216,NON-STRUCTURAL METAL FRAMING TO NONSTRUCTURAL FR,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product., Product Data For
