,Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
452,079200,JOINT SEALANTS,1.4-D-2,INFORMATIONAL SUBMITTALS,Test Reports,"2. Interpretation of test results and written recommendations for primers and substrate 
preparation are needed for adhesion.",Interpretation of test
453,079200,JOINT SEALANTS,1.4-E,INFORMATIONAL SUBMITTALS,Test Reports,"Preconstruction Field-Adhesion-Test Reports : Indicate which sealants and joint preparation 
methods resulted in optimum adhesion to joint substrates based on testing specified in
""Preconstruction Testing"" Article.",preparation methods resulted
454,079200,JOINT SEALANTS,1.4-F,INFORMATIONAL SUBMITTALS,Test Reports,Field-Adhesion-Test Reports : For each sealant application tested.,sealant application tested
455,079200,JOINT SEALANTS,1.4-G,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranties : For special warranties.,Sample Warranties
456,079200,JOINT SEALANTS,1.5-C,QUALITY ASSURANCE,Mockups,"Mockups : Install sealant in mockups of assemblies specified in other Sections that are indicated 
to receive joint sealants specified in this Section. Use materials and installation methods
specified in this Section.",receive joint sealants
457,079200,JOINT SEALANTS,1.8-A-1,WARRANTY,Special Warranty,1. Warranty Period: Two years from date of Substantial Completion.,Substantial Completion
458,079200,JOINT SEALANTS,3.7-A-1,JOINT-SEALANT SCHEDULE,Schedules,1. Metal to Metal: Type PS-1,Type
459,079200,JOINT SEALANTS,3.7-A-2,JOINT-SEALANT SCHEDULE,Schedules,2. Metal to Masonry: Type PS-1,Type
460,079200,JOINT SEALANTS,3.7-A-3,JOINT-SEALANT SCHEDULE,Schedules,3. Masonry to Masonry: Type PS-1,Type
461,079200,JOINT SEALANTS,3.7-A-4,JOINT-SEALANT SCHEDULE,Schedules,4. Threshold Setting Bed: Type PS-1,Threshold Setting Bed
462,079200,JOINT SEALANTS,3.7-A-5,JOINT-SEALANT SCHEDULE,Schedules,5. Masonry Expansion and Control Joints: Type SS-1,Type
463,079200,JOINT SEALANTS,3.7-A-6,JOINT-SEALANT SCHEDULE,Schedules,"6. Glazing Sealant: Type SS-2 
 
Sanitary Joints :",Sanitary Joints
464,079200,JOINT SEALANTS,3.7-A-1,JOINT-SEALANT SCHEDULE,Schedules,1. Walls to Plumbing Fixtures: Type SS-2,Type
465,079200,JOINT SEALANTS,3.7-A-2,JOINT-SEALANT SCHEDULE,Schedules,2. Counter Tops to Walls: Type SS-2,Type
466,079200,JOINT SEALANTS,3.7-A-3,JOINT-SEALANT SCHEDULE,Schedules,3. Pipe Penetrations: Type SS-2,Type
467,079200,JOINT SEALANTS,3.7-A-4,JOINT-SEALANT SCHEDULE,Schedules,"4. Joints in ISO-8 or better spaces: Type SS-2 
 
Interior Caulking :",Interior Caulking
468,079200,JOINT SEALANTS,3.7-A-1,JOINT-SEALANT SCHEDULE,Schedules,1. Typical Narrow Joint (1/4 inch) or less at Walls and Adjacent Components: Types LS-1,Typical Narrow Joint
469,079200,JOINT SEALANTS,3.7-A-2,JOINT-SEALANT SCHEDULE,Schedules,"2. Perimeter of Doors, Windows, which Adjoin Concrete or Masonry Surfaces: Types LS-1",Windows
470,079200,JOINT SEALANTS,3.7-A-3,JOINT-SEALANT SCHEDULE,Schedules,"3. Joints at Masonry Walls, Piers, Concrete Walls or Exterior Walls: Types LS-1",Concrete Walls
471,079200,JOINT SEALANTS,3.7-A-4,JOINT-SEALANT SCHEDULE,Schedules,4. Wallboard Walls: Types LS-1,Types
472,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components 
and profiles, and finishes for expansion joint cover assemblies.",Include construction details
473,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, splices, block-out requirement, attachments to 
other work, and line diagrams showing entire route of each expansion joint.",elevations
474,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Where expansion joint cover assemblies change planes, provide isometric or clearly 
detailed drawing depicting how components interconnect.",change planes
475,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-1,ACTION SUBMITTALS,Schedules,1. Manufacturer and model number for each expansion joint cover assembly.,Manufacturer and model
476,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-2,ACTION SUBMITTALS,Schedules,2. Expansion joint cover assembly location cross-referenced to Drawings.,cross-referenced to Drawings
477,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-3,ACTION SUBMITTALS,Schedules,"3. Nominal, minimum, and maximum joint width.",Nominal
478,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-4,ACTION SUBMITTALS,Schedules,4. Movement direction.,Movement direction
479,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-5,ACTION SUBMITTALS,Schedules,"5. Materials, colors, and finishes.",Materials
480,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-6,ACTION SUBMITTALS,Schedules,6. Product options.,Product options
481,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.3-C-7,ACTION SUBMITTALS,Schedules,7. Fire-resistance ratings.,Fire-resistance ratings
482,079513.13,INTERIOR EXPANSION JOINT COVER ASSEMBLIES,1.4-A,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each fire-resistance-rated expansion joint cover assembly, for tests 
performed by manufacturer and witnessed bya qualified testing agency.",Product Test Reports
483,081113,HOLLOW METAL DOORS AND FRAMES,1.5-A,PREINSTALLATION MEETINGS,Meetings,Preinstallation Conference : Conduct conference at Project site.,Project site
484,081113,HOLLOW METAL DOORS AND FRAMES,1.6-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, core descriptions, fire-resistance 
ratings and finishes.",Include construction details
485,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-1,ACTION SUBMITTALS,Shop Drawings,1. Elevations of each door type.,door type
486,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Details of doors, including vertical- and horizontal-edge details and metal thicknesses.",including vertical
487,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Frame details for each frame type, including dimensioned profiles and metal thicknesses.",including dimensioned profiles
488,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-4,ACTION SUBMITTALS,Shop Drawings,4. Locations of reinforcement and preparations for hardware.,Locations of reinforcement
489,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-5,ACTION SUBMITTALS,Shop Drawings,5. Details of each different wall opening condition.,opening condition
490,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Details of electrical raceway and preparation for electrified hardware, access control 
systems, and security systems.",access control systems
491,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-7,ACTION SUBMITTALS,Shop Drawings,"7. Details of anchorages, joints, field splices, and connections.",joints
492,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-8,ACTION SUBMITTALS,Shop Drawings,8. Details of accessories.,Details of accessories
493,081113,HOLLOW METAL DOORS AND FRAMES,1.6-B-9,ACTION SUBMITTALS,Shop Drawings,"9. Details of moldings, removable stops, and glazing.",Details of moldings
494,081113,HOLLOW METAL DOORS AND FRAMES,1.6-C,ACTION SUBMITTALS,Samples,"Samples for Initial Selection : For hollow-metal doors and frames with factory-applied color 
finishes.
RFI 037 - Confirm Samples Required
for DFH, Drywall, Toilet Acc, FP",factory-applied color finishes
495,081113,HOLLOW METAL DOORS AND FRAMES,1.6-D,ACTION SUBMITTALS,Samples,Samples for Verification : Cabinets_CLOSED,Samples for Verification
496,081113,HOLLOW METAL DOORS AND FRAMES,1.6-D-1,ACTION SUBMITTALS,Samples,"Finishes: For each type of exposed finish required, prepared on Samples of not less than 3
by 5 inches.",exposed finish required
497,081113,HOLLOW METAL DOORS AND FRAMES,1.6-D-2,ACTION SUBMITTALS,Fabrication,"Fabrication: Prepare Samples approximately 12 by 12 inches to demonstrate compliance
with requirements for quality of materials and construction:
a. Doors: Show vertical-edge, top, and bottom construction; core construction; and
hinge and other applied hardware reinforcement. Include separate section showing
glazing if applicable.
b. Frames: Show profile, corner joint, floor and wall anchors, and silencers. Include
separate section showing fixed hollow-metal panels and glazing if applicable.",Prepare Samples approximately
498,081113,HOLLOW METAL DOORS AND FRAMES,1.6-E,ACTION SUBMITTALS,Product Schedule,"Product Schedule : For hollow-metal doors and frames, prepared by or under the supervision of 
supplier, using same reference numbers for details and openings as those on Drawings.
Coordinate with final door hardware schedule.",Product Schedule
499,081113,HOLLOW METAL DOORS AND FRAMES,1.7-A-1,INFORMATIONAL SUBMITTALS,Qualification Data,"1. Fire-Rated Door Inspector: Submit documentation of compliance with NFPA 80, 
Section 5.2.3.1.",Fire-Rated Door Inspector
500,081113,HOLLOW METAL DOORS AND FRAMES,1.7-A-2,INFORMATIONAL SUBMITTALS,Qualification Data,"2. Egress Door Inspector: Submit documentation of compliance with NFPA 101, 
Section 7.2.1.15.4.",Egress Door Inspector
501,081113,HOLLOW METAL DOORS AND FRAMES,1.7-A-3,INFORMATIONAL SUBMITTALS,Qualification Data,3. Submit copy of DHI Fire and Egress Door Assembly Inspector (FDAI) certificate.,Door Assembly Inspector
502,081113,HOLLOW METAL DOORS AND FRAMES,1.7-B,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each type of fire-rated hollow-metal door and frame assembly and 
thermally rated door assemblies for tests performed bya qualified testing agency indicating
compliance with performance requirements.",Product Test Reports
503,081113,HOLLOW METAL DOORS AND FRAMES,1.7-C,INFORMATIONAL SUBMITTALS,Certifications,"Oversize Construction Certification : For assemblies required to be fire-rated and exceeding 
limitations of labeled assemblies.",Oversize Construction Certification
504,081113,HOLLOW METAL DOORS AND FRAMES,1.7-D,INFORMATIONAL SUBMITTALS,Reports,Field quality control reports.,Field quality control
505,081113,HOLLOW METAL DOORS AND FRAMES,1.8-A,CLOSEOUT SUBMITTALS,As-Builts,"Record Documents : For fire-rated doors, list of door numbers and applicable room name and 
number to which door accesses.",Record Documents
506,083113,ACCESS DOORS AND FRAMES,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, fire ratings, material descriptions, dimensions of individual 
components and profiles, and finishes.",Include construction details
507,083113,ACCESS DOORS AND FRAMES,1.4-B,ACTION SUBMITTALS,Product Schedule,Product Schedule : For access doors and frames.,Product Schedule
508,083323,OVERHEAD COILING DOORS,1.3-A-1,ACTION SUBMITTALS,Product Data,"1. Include construction details, material descriptions, dimensions of individual components, 
profiles for slats, and finishes.",material descriptions
509,083323,OVERHEAD COILING DOORS,1.3-A-2,ACTION SUBMITTALS,Product Data,"2. Include rated capacities, operating characteristics, electrical characteristics, and furnished 
accessories.",Include rated capacities
510,083323,OVERHEAD COILING DOORS,1.3-A-3,ACTION SUBMITTALS,Product Data,3. Include description of automatic-closing device and testing and resetting instructions.,Include description
511,083323,OVERHEAD COILING DOORS,1.3-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, and mounting details.",elevations
512,083323,OVERHEAD COILING DOORS,1.3-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Include details of equipment assemblies, and indicate dimensions, required clearances, 
method of field assembly, components, and location and size of each field connection.",required clearances
513,083323,OVERHEAD COILING DOORS,1.3-B-3,ACTION SUBMITTALS,Shop Drawings,"3. Include points of attachment and their corresponding static and dynamic loads imposed 
on structure.",Include points
514,083323,OVERHEAD COILING DOORS,1.3-B-4,ACTION SUBMITTALS,Shop Drawings,"4. For exterior components, include details of provisions for assembly expansion and 
contraction and for excluding and draining moisture to the exterior.",include details
515,083323,OVERHEAD COILING DOORS,1.3-B-5,ACTION SUBMITTALS,Shop Drawings,"5. Show locations of controls, locking devices, and other accessories.",locking devices
516,083323,OVERHEAD COILING DOORS,1.3-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Include diagrams for power, signal, and control wiring.",signal
517,083323,OVERHEAD COILING DOORS,1.3-C-1,ACTION SUBMITTALS,Samples,1. Include similar Samples of accessories involving color selection.,Include similar Samples
518,083323,OVERHEAD COILING DOORS,1.4-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.,Qualification Data
519,083323,OVERHEAD COILING DOORS,1.4-B,INFORMATIONAL SUBMITTALS,Certifications,"Oversize Construction Certification : For door assemblies required to be fire-rated and that 
exceed size limitations of labeled assemblies.",Oversize Construction Certification
520,083323,OVERHEAD COILING DOORS,1.4-C,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For special warranty.,Sample Warranty
521,083323,OVERHEAD COILING DOORS,1.5-A,CLOSEOUT SUBMITTALS,Special Warranty,Special warranty.,Special warranty
522,083323,OVERHEAD COILING DOORS,1.5-B,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For overhead coiling doors to include in maintenance manuals.,overhead coiling doors
523,083323,OVERHEAD COILING DOORS,1.5-C,CLOSEOUT SUBMITTALS,As-Builts,"Record Documents : For fire-rated doors, list of door numbers and applicable room name and 
number to which door accesses.",Record Documents
524,083323,OVERHEAD COILING DOORS,1.7-A-1,WARRANTY,Special Warranty,1. Warranty Period: Two years from date of Substantial Completion.,Substantial Completion
525,083323,OVERHEAD COILING DOORS,3.6-A-1,MAINTENANCE SERVICE,Maintenance Data,"1. Perform maintenance, including emergency callback service, during normal working 
hours.",Perform maintenance
526,083323,OVERHEAD COILING DOORS,3.6-A-2,MAINTENANCE SERVICE,Maintenance Data,"2. Include 24-hour-per-day, seven-day-per-week, emergency callback service.",Include
527,083323,OVERHEAD COILING DOORS,3.7-A,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to
adjust, operate, and maintain overhead coiling doors.",train Owner maintenance
528,084313,ALUMINUM-FRAMED STOREFRONTS,1.10-A-1,WARRANTY,Special Warranty,"1. Failures include, but are not limited to, the following: 
a. Structural failures, including, but not limited to, excessive deflection. 
b. Noise or vibration created by wind and thermal and structural movements. 
c. Deterioration of metals, metal finishes, and other materials beyond normal 
weathering. 
d. Water penetration through fixed glazing and framing areas. 
e. Failure of operating components. 
",limited
529,084313,ALUMINUM-FRAMED STOREFRONTS,1.10-A-2,WARRANTY,Special Warranty,2. Warranty Period: 10 years from date of Substantial Completion.,Substantial Completion
