Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description
087100,DOOR HARDWARE,1.6-E-2,ACTION SUBMITTALS,Samples,"2. Tag Samples with full product description to coordinate Samples with door hardware 
schedule."
087100,DOOR HARDWARE,1.6-F-1,ACTION SUBMITTALS,Schedules,"1. Submittal Sequence: Submit door hardware schedule concurrent with submissions of 
Product Data, Samples, and Shop Drawings. Coordinate submission of door hardware 
schedule with scheduling requirements of other work to facilitate the fabrication of other 
work that is critical in Project construction schedule."
087100,DOOR HARDWARE,1.6-F-2,ACTION SUBMITTALS,Schedules,"2. Format: Use same scheduling sequence and format and use same door numbers as in door 
hardware schedule in the Contract Documents."
087100,DOOR HARDWARE,1.6-F-3,ACTION SUBMITTALS,Schedules,"3. Content: Include the following information: 
a. Identification number, location, hand, fire rating, size, and material of each door 
and frame. 
b. Locations of each door hardware set, cross-referenced to Drawings on floor plans 
and to door and frame schedule. 
c. Complete designations, including name and manufacturer, type, style, function, 
size, quantity, function, and finish of each door hardware product. 
d. Description of electrified door hardware sequences of operation and interfaces with 
other building control systems. 
e. Fastenings and other installation information. 
f. Explanation of abbreviations, symbols, and designations contained in door 
hardware schedule. 
g. Mounting locations for door hardware. 
 
h. List of related door devices specified in other Sections for each door and frame."
087100,DOOR HARDWARE,1.6-G,ACTION SUBMITTALS,Keying Schedule,"Keying Schedule : Prepared by or under the supervision of Installer's Architectural Hardware 
Consultant, detailing Owner's final keying instructions for locks. Include schematic keying
diagram and index each key set to unique door designations that are coordinated with the
Contract Documents."
087100,DOOR HARDWARE,1.7-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer and Architectural Hardware Consultant.
087100,DOOR HARDWARE,1.7-B-1,INFORMATIONAL SUBMITTALS,Certificates,"1. Certify that door hardware for use on each type and size of labeled fire-rated doors 
complies with listed fire-rated door assemblies."
087100,DOOR HARDWARE,1.7-C,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For compliance with accessibility requirements, for tests performed by 
manufacturer and witnessed bya qualified testing agency, for door hardware on doors located in
accessible routes."
087100,DOOR HARDWARE,1.7-D,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.
087100,DOOR HARDWARE,1.7-E,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranty : For special warranty.
087100,DOOR HARDWARE,1.8-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For each type of door hardware to include in maintenance manuals.
087100,DOOR HARDWARE,1.8-B,CLOSEOUT SUBMITTALS,Schedules,Schedules : Final door hardware and keying schedule.
087100,DOOR HARDWARE,1.9-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,1. Door Hardware: Two additional full assemblies for each type of hardware set.
087100,DOOR HARDWARE,1.9-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,2. Electrical Parts: Two additional full assemblies for each type of hardware set.
087100,DOOR HARDWARE,3.7-A,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Tools and Instructions : Furnisha complete set of specialized tools and 
maintenance instructions for Owner's continued adjustment, maintenance, and removal and
replacement of door hardware."
087100,DOOR HARDWARE,3.7-B,MAINTENANCE SERVICE,Maintenance Data,"Maintenance Service : Beginning at Substantial Completion, maintenance service shall include 
12 months' full maintenance by skilled employees of door hardware Installer. Include quarterly
preventive maintenance, repair or replacement of worn or defective components, lubrication,
cleaning, and adjusting as required for proper door and door hardware operation. Parts and
supplies shall be manufacturer's authorized replacement parts and supplies."
087100,DOOR HARDWARE,3.8-A,DEMONSTRATION,O&M Training And Demonstration,"Train Owner's maintenance personnel to adjust, operate, and maintain door hardware."
088000,GLAZING,1.12-A-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion.
088000,GLAZING,1.12-B-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion.
088000,GLAZING,1.5-A-1,PREINSTALLATION MEETINGS,Meetings,"1. Review and finalize construction schedule and verify availability of materials, Installer's 
personnel, equipment, and facilities needed to make progress and avoid delays."
088000,GLAZING,1.5-A-2,PREINSTALLATION MEETINGS,Meetings,2. Review temporary protection requirements for glazing during and after installation.
088000,GLAZING,1.6-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
088000,GLAZING,1.6-B-1,ACTION SUBMITTALS,Samples,1. Insulating glass.
088000,GLAZING,1.6-C,ACTION SUBMITTALS,Samples,"Glazing Accessory Samples : For sealants, in 12-inch lengths."
088000,GLAZING,1.6-D,ACTION SUBMITTALS,Schedules,"Glazing Schedule : List glass types and thicknesses for each size opening and location. Use same 
designations indicated on Drawings."
088000,GLAZING,1.6-E,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For glass indicated to comply with performance requirements and 
design criteria, including analysis data signed and sealed by qualified professional engineer
responsible for their preparation."
088000,GLAZING,1.7-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For Installer, manufacturers of fabricated glass units, glass testing agency 
and sealant testing agency."
088000,GLAZING,1.7-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For glass.
088000,GLAZING,1.7-C-1,INFORMATIONAL SUBMITTALS,Test Reports,"1. For glazing sealants, provide test reports based on testing current sealant formulations 
within previous 36-month period."
088000,GLAZING,1.7-D,INFORMATIONAL SUBMITTALS,Test Reports,Preconstruction adhesion and compatibility test report.
088000,GLAZING,1.7-E,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranties : For special warranties.
088813,FIRE-RATED GLAZING,1.10-A-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion.
088813,FIRE-RATED GLAZING,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
088813,FIRE-RATED GLAZING,1.5-B,ACTION SUBMITTALS,Samples,Glass Samples : For each type of glass product; 12 inches square.
088813,FIRE-RATED GLAZING,1.5-C,ACTION SUBMITTALS,Schedules,"Glazing Schedule : List glass types and thicknesses for each size opening and location. Use same 
designations indicated on Drawings."
088813,FIRE-RATED GLAZING,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer and glass testing agency.
088813,FIRE-RATED GLAZING,1.6-B,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of glass and glazing product.
088813,FIRE-RATED GLAZING,1.6-C,INFORMATIONAL SUBMITTALS,Sample Warranty,Sample Warranties : For special warranties.
092116.23,GYPSUM BOARD SHAFT WALL ASSEMBLIES,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For each component of gypsum board shaft wall assembly.
092216,NON-STRUCTURAL METAL FRAMING TO NONSTRUCTURAL FR,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
092216,NON-STRUCTURAL METAL FRAMING TO NONSTRUCTURAL FR,1.4-A,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of code-compliance certification for studs and tracks.
092216,NON-STRUCTURAL METAL FRAMING TO NONSTRUCTURAL FR,1.4-B,INFORMATIONAL SUBMITTALS,Reports,"Evaluation Reports : For embossed, high-strength steel studs and tracks, firestop tracks and 
power-actuated fasteners, from ICC-ES or other qualified testing agency acceptable to
authorities having jurisdiction."
092900,GYPSUM BOARD,1.3-A-1,ACTION SUBMITTALS,Product Data,1. Gypsum wallboard.
092900,GYPSUM BOARD,1.3-A-2,ACTION SUBMITTALS,Product Data,"2. Gypsum board, Type X."
092900,GYPSUM BOARD,1.3-A-3,ACTION SUBMITTALS,Product Data,3. Impact-resistant gypsum board.
092900,GYPSUM BOARD,1.3-A-4,ACTION SUBMITTALS,Product Data,4. Mold-resistant gypsum board.
092900,GYPSUM BOARD,1.3-A-5,ACTION SUBMITTALS,Product Data,5. Acoustically enhanced gypsum board.
092900,GYPSUM BOARD,1.3-A-6,ACTION SUBMITTALS,Product Data,6. Cementitious backer units.
092900,GYPSUM BOARD,1.3-A-7,ACTION SUBMITTALS,Product Data,7. Interior trim.
092900,GYPSUM BOARD,1.3-A-8,ACTION SUBMITTALS,Product Data,8. Joint treatment materials.
092900,GYPSUM BOARD,1.3-A-9,ACTION SUBMITTALS,Product Data,9. Sound-attenuation blankets.
092900,GYPSUM BOARD,1.3-A-1,ACTION SUBMITTALS,Product Data,10. Acoustical sealant.
092900,GYPSUM BOARD,1.3-B-1,ACTION SUBMITTALS,Samples,"1. Trim Accessories: Full-size Sample in 12-inch- long length for each trim accessory 
indicated."
092900,GYPSUM BOARD,1.3-C-1,ACTION SUBMITTALS,Samples,"1. Trim Accessories: Full-size Sample in 12-inch- long length for each trim accessory 
indicated."
093013,CERAMIC TILING,1.4-A-1,PREINSTALLATION MEETINGS,Meetings,1. Review requirements in ANSI A108.01 for substrates and for preparation by other trades.
093013,CERAMIC TILING,1.5-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
093013,CERAMIC TILING,1.5-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Show locations of each type of tile and tile pattern. Show widths, details, and 
locations of expansion, contraction, control, and isolation joints in tile substrates and finished
tile surfaces."
093013,CERAMIC TILING,1.5-C-1,ACTION SUBMITTALS,Samples,1. Full-size units of each type and composition of tile and for each color and finish required.
093013,CERAMIC TILING,1.5-C-2,ACTION SUBMITTALS,Samples,2. Marble thresholds in 6-inch lengths.
093013,CERAMIC TILING,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For Installer.
093013,CERAMIC TILING,1.6-B,INFORMATIONAL SUBMITTALS,Certificates,"Master Grade Certificates : For each shipment, type, and composition of tile, signed by tile 
manufacturer and Installer."
093013,CERAMIC TILING,1.6-C,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of product.
093013,CERAMIC TILING,1.6-D,INFORMATIONAL SUBMITTALS,Test Reports,Product Test Reports : For tile-setting and -grouting products and certified porcelain tile.
093013,CERAMIC TILING,1.7-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Tile and Trim Units: Furnish quantity of full-size units equal to 3 percent of amount 
installed for each type, composition, color, pattern, and size indicated."
093013,CERAMIC TILING,1.7-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"2. Grout: Furnish quantity of grout equal to 3 percent of amount installed for each type, 
composition, and color indicated."
095113,ACOUSTICAL PANEL CEILINGS,1.3-A,PREINSTALLATION MEETINGS,Meetings,Preinstallation Conference : Conduct conference at Project site.
095113,ACOUSTICAL PANEL CEILINGS,1.4-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
095113,ACOUSTICAL PANEL CEILINGS,1.4-B,ACTION SUBMITTALS,Samples,"Samples : For each exposed product and for each color and texture specified, 6 inches in size."
095113,ACOUSTICAL PANEL CEILINGS,1.4-C-1,ACTION SUBMITTALS,Samples,"1. Acoustical Panels: Set of 6-inch- square Samples of each type, color, pattern, and texture."
095113,ACOUSTICAL PANEL CEILINGS,1.4-C-2,ACTION SUBMITTALS,Samples,"2. Exposed Suspension-System Members, Moldings, and Trim: Set of 6-inch- long Samples 
of each type, finish, and color."
095113,ACOUSTICAL PANEL CEILINGS,1.4-D-1,ACTION SUBMITTALS,Delegated-Design Submittal,"1. Include design calculations for seismic restraints including analysis data signed and sealed 
by the qualified professional engineer responsible for their preparation."
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-1,INFORMATIONAL SUBMITTALS,Coordination Drawings,1. Ceiling suspension-system members.
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-2,INFORMATIONAL SUBMITTALS,Coordination Drawings,2. Structural members to which suspension systems will be attached.
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-3,INFORMATIONAL SUBMITTALS,Coordination Drawings,"3. Method of attaching hangers to building structure. 
a. Furnish layouts for cast-in-place anchors, clips, and other ceiling attachment devices 
whose installation is specified in other Sections."
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-4,INFORMATIONAL SUBMITTALS,Coordination Drawings,"4. Carrying channels or other supplemental support for hanger-wire attachment where 
conditions do not permit installation of hanger wires at required spacing."
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-5,INFORMATIONAL SUBMITTALS,Coordination Drawings,5. Size and location of initial access modules for acoustical panels.
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-6,INFORMATIONAL SUBMITTALS,Coordination Drawings,"6. Items penetrating finished ceiling and ceiling-mounted items including the following: 
a. Lighting fixtures. 
b. Diffusers. 
c. Grilles. 
d. Speakers. 
e. Sprinklers. 
f. Access panels. 
g. Perimeter moldings. 
h. Fire alarm devices. 
i. Lighting control / occupancy sensors"
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-7,INFORMATIONAL SUBMITTALS,Coordination Drawings,"7. Show operation of hinged and sliding components covered by or adjacent to acoustical 
panels."
095113,ACOUSTICAL PANEL CEILINGS,1.5-A-8,INFORMATIONAL SUBMITTALS,Coordination Drawings,8. Minimum Drawing Scale: 1/4 inch = 1 foot.
095113,ACOUSTICAL PANEL CEILINGS,1.5-B,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For testing agency.
095113,ACOUSTICAL PANEL CEILINGS,1.5-C,INFORMATIONAL SUBMITTALS,Test Reports,"Product Test Reports : For each acoustical panel ceiling, for tests performed by manufacturer and 
witnessed bya qualified testing agency."
095113,ACOUSTICAL PANEL CEILINGS,1.5-D,INFORMATIONAL SUBMITTALS,Reports,"Evaluation Reports : For each acoustical panel ceiling suspension system and anchor and fastener 
type, from ICC-ES."
095113,ACOUSTICAL PANEL CEILINGS,1.5-E,INFORMATIONAL SUBMITTALS,Reports,Field quality-control reports.
095113,ACOUSTICAL PANEL CEILINGS,1.6-A,CLOSEOUT SUBMITTALS,Maintenance Data,Maintenance Data : For finishes to include in maintenance manuals.
095113,ACOUSTICAL PANEL CEILINGS,1.7-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,1. Acoustical Ceiling Units: Full-size panels equal to 2 percent of quantity installed.
095113,ACOUSTICAL PANEL CEILINGS,1.7-A-2,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"2. Suspension-System Components: Quantity of each exposed component equal to 2 percent 
of quantity installed."
096513,RESILIENT BASE AND ACCESSORIES,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
096513,RESILIENT BASE AND ACCESSORIES,1.3-B,ACTION SUBMITTALS,Samples,"Samples : For each exposed product and for each color and texture specified, not less than 12 
inches long."
096513,RESILIENT BASE AND ACCESSORIES,1.3-C,ACTION SUBMITTALS,Samples,"Samples for Verification : For each type of product indicated and for each color, texture, and 
pattern required in manufacturer's standard-size Samples, but not less than 12 inches long."
096513,RESILIENT BASE AND ACCESSORIES,1.3-D,ACTION SUBMITTALS,Product Schedule,"Product Schedule : For resilient base and accessory products. Use same designations indicated on 
Drawings."
096513,RESILIENT BASE AND ACCESSORIES,1.4-A-1,MAINTENANCE MATERIAL SUBMITTALS,Attic Stock,"1. Furnish not less than 10 linear feet for every 500 linear feet or fraction thereof, of each 
type, color, pattern, and size of resilient product installed."
096516,RESILIENT SHEET FLOORING,1.3-A,ACTION SUBMITTALS,Product Data,Product Data : For each type of product.
